id	name	alias	fl
10789-1	Erik Andreas Trana	Erik Andreas Trana	1847-1933
10790-1	Edgar Nelson Transeau	Edgar Nelson Transeau	1875-1960
10793-1	Leopold Trattinnick	Leopold Trattinnick	1764-1849
10794-1	Hamilton Paul Traub	Hamilton Paul Traub	1890-1983
10795-1	Aloys Traunfellner	Aloys Traunfellner	1782-1840
10796-1	Joseph Traunsteiner	Joseph Traunsteiner	1798-1850
10797-1	Robert Trautmann	Robert Trautmann	1873-1953
10798-1	Ernst Rudolf von Trautvetter	Ernst Rudolf von Trautvetter	1809-1889
10799-1	Johannes (Carl) Trautwein	Johannes (Carl) Trautwein	1858-
10800-1	J.S. Travares	J.S. Travares	
10801-1	Giovanni Battista Traverso	Giovanni Battista Traverso	1878-1955
10803-1	Octave Treboux	Octave Treboux	1876-
10804-1	Auguste (Adolphe Lucien) Trécul	Auguste (Adolphe Lucien) Trécul	1818-1896
10805-1	Georg Treffer	Georg Treffer	1847-1902
10806-1	Eduard Treffner	Eduard Treffner	fl. 1881
10807-1	William Trelease	William Trelease|S.F. Trelease	1857-1945
10808-1	Federico Trémols y Borrell	Federico Trémols y Borrell	1831-1900
10810-1	Sara Graciela Tressens	Sara Graciela Tressens	1944-
10811-1	Melchior Treub	Melchior Treub	1851-1910
10812-1	Leo M. Treuinfels	Leo M. Treuinfels	1848-
10813-1	Karl Treumann	Karl Treumann	fl. 1880
10814-1	Gottfried Reinhold Treviranus	Gottfried Reinhold Treviranus	1776-1837
10815-1	Ludolf Christian Treviranus	Ludolf Christian Treviranus	1779-1864
10816-1	Vittore Benedetto Antonio Trevisan de Saint-Léon	Vittore Benedetto Antonio Trevisan de Saint-Léon|Vittore Benedetto Antonio Trevisan	1818-1897
10817-1	Christoph Jakob Trew	Christoph Jakob Trew	1695-1769
10818-1	José Jéronimo Triana	José Jéronimo Triana	1834-1890
10819-1	Robert S. Trickett	Robert S. Trickett	fl. 1971
10820-1	Wilhelm Triebner	Wilhelm Triebner	1883-1957
10821-1	Georg Trier	Georg Trier	1884-1944
10822-1	Henry Trimen	Henry Trimen	1843-1896
10823-1	Roland Trimen	Roland Trimen	1840-1916
10825-1	Ivo Trinajstić	Ivo Trinajstić	fl. 1985
10827-1	I.B. Trindade	I.B. Trindade	fl. 1970
10829-1	Carl Bernhard von Trinius	Carl Bernhard von Trinius	1778-1844
10832-1	Henry Baker Tristram	Henry Baker Tristram	1822-1906
10833-1	Jean-Louis Trochain	Jean-Louis Trochain	1903-1976
10834-1	Georgius Christianus Troeltzsch	Georgius Christianus Troeltzsch	fl. 1751
10835-1	Arthur Tröndle	Arthur Tröndle	1881-1920
10836-1	A.Ya Trofimovskaya	A.Ya Trofimovskaya	1903-
10837-1	Jakob Gabriel Trog	Jakob Gabriel Trog	1781-1865
10838-1	Adolf Magnus Troilius	Adolf Magnus Troilius	1838-1909
10839-1	N.A. Troitsky	N.A. Troitsky|N.A. Troitzky|N.A. Troichij	fl. 1919
10840-1	Z.F. Troitskaya	Z.F. Troitskaya|Z.F. Troitzkaja	
10841-1	Johannes Trojan	Johannes Trojan	1837-1925
10842-1	Carl(Karl) Troll	Carl(Karl) Troll	1899-1975
10843-1	(Julius Georg Hubertus) Wilhelm Troll	(Julius Georg Hubertus) Wilhelm Troll	1897-1978
10844-1	Ernst Emil Trommer	Ernst Emil Trommer	fl. 1881
10845-1	E.Z. Tron	E.Z. Tron	
10846-1	Antonin Benoît Joseph Tronchet	Antonin Benoît Joseph Tronchet	1902-1990
10847-1	Nélida Sara Troncoso	Nélida Sara Troncoso|Nélida Sara Troncoso de Burkart	1914-1988
10848-1	Caledonio Tropea	Caledonio Tropea	fl. 1910
10849-1	Alessandro Trotter	Alessandro Trotter	1874-1967
10850-1	Petrus(Peter) Kornuch-Trotzky	Petrus(Peter) Kornuch-Trotzky|Petrus(Peter) Kornuch Trotzky	1803-1877
10852-1	Charles Trouillard	Charles Trouillard	1821-1888
10853-1	Robert Scott Troup	Robert Scott Troup	1874-1939
10854-1	Georges M.D.J. Troupin	Georges M.D.J. Troupin	1923-
10855-1	Albert Howard Trow	Albert Howard Trow	1863-1939
10856-1	Clas Blechert Trozelius	Clas Blechert Trozelius	1719-1794
10857-1	D. Trpin	D. Trpin	fl. 1965
10858-1	Alfredo Truan y Luard	Alfredo Truan y Luard	1837-1890
10859-1	Gordon Haines True	Gordon Haines True|Gordon Haines, Jr. True	1908-1984
10860-1	Rodney Howard True	Rodney Howard True	1866-1940
10861-1	Baltazar Trujillo	Baltazar Trujillo	1927-
10862-1	N.A. Trukhaleva	N.A. Trukhaleva	1927-
10863-1	James Hammond Trumbull	James Hammond Trumbull	1821-1897
10864-1	Alice Faber Tryon	Alice Faber Tryon	1920-2009
10865-1	Henry Tryon	Henry Tryon	1856-1943
10866-1	Rolla Milton Tryon	Rolla Milton Tryon	1916-2001
10867-1	Józef(Joseph) Trzebiński	Józef(Joseph) Trzebiński	1867-
10869-1	Hse Tao Tsai	Hse Tao Tsai	1911-1981
10870-1	Erich von Tschermak-Seysenegg	Erich von Tschermak-Seysenegg|Erich Tschermak	1871-1962
10871-1	O.V. Tscherneva	O.V. Tscherneva|O.V. Černeva|O.V. Cherneva|O.V. Czerneva	1929-
10872-1	Johannes Wilhelm Tscherning	Johannes Wilhelm Tscherning	1856-1890
10874-1	N.B. Tscholokaschvili	N.B. Tscholokaschvili	1932-
10875-1	Chang Jiang Tseng	Chang Jiang Tseng	1928-1982
10876-1	Charles Chiao Tseng	Charles Chiao Tseng	1932-
10877-1	Ying Tsiang	Ying Tsiang	1898-1982
10878-1	D.K. Tsikov	D.K. Tsikov	fl. 1973
10880-1	Nikolai Vasiljevich Tsitsin	Nikolai Vasiljevich Tsitsin|Nikolai Vasiljevich Cicin|Nikolai Vasiljevich Zizin	1898-1980
10881-1	A.T. Tsitsvidze	A.T. Tsitsvidze	fl. 1960
10882-1	Ching Lieh Tso	Ching Lieh Tso	
10883-1	Chi Hsin Tsoong	Chi Hsin Tsoong	fl. 1963
10884-1	Pu Chiu Tsoong	Pu Chiu Tsoong	1906-
10885-1	Michael(Michel) Semenovich Tswett	Michael(Michel) Semenovich Tswett	1872-1919
10886-1	T.S. Tsyrina	T.S. Tsyrina	
10887-1	Carl(Karl) von Tubeuf	Carl(Karl) von Tubeuf	1862-1941
10888-1	Tomás Andrés y Tubilla	Tomás Andrés y Tubilla|Tomás Andrés y Tubilla	1859-1882
10889-1	Clarence Mitchell Tucker	Clarence Mitchell Tucker	1897-1954
10890-1	John Maurice Tucker	John Maurice Tucker	1916-2008
10891-1	Edward Tuckerman	Edward Tuckerman	1817-1886
10892-1	James Hingston Tuckey	James Hingston Tuckey	1776-1816
10893-1	A. Tucović	A. Tucović	fl. 1972
10894-1	Hans von Türckheim	Hans von Türckheim	1853-1920
10895-1	Anna Maria Türpe	Anna Maria Türpe	1946-
10896-1	Reinhold Tüxen	Reinhold Tüxen	1899-1980
10897-1	Gerhard Tuisl	Gerhard Tuisl	1942-
10898-1	Charles Tulasne	Charles Tulasne	1816-1884
10899-1	Louis René (`Edmond') Tulasne	Louis René (`Edmond') Tulasne	1815-1885
10900-1	Sven Axel Teodor Tullberg	Sven Axel Teodor Tullberg	1852-1886
10901-1	William Tully	William Tully	1785-1859
10903-1	Ivan I. Tumanow	Ivan I. Tumanow	1894-
10904-1	Otto Tunmann	Otto Tunmann	1867-1919
10905-1	Basilios Tuntas	Basilios Tuntas	1871-
10907-1	Nuncia Maria Tur	Nuncia Maria Tur	fl. 1975
10908-1	Malusio Turconi	Malusio Turconi	1879-1929
10909-1	Nicolai Stepanowitsch Turczaninow	Nicolai Stepanowitsch Turczaninow|Nikolai Stepanovich Turchaninov	1796-1863
10910-1	Eugen Turenschi	Eugen Turenschi	1922-
10911-1	Göte Wilhelm Turesson	Göte Wilhelm Turesson	1892-1970
10912-1	Bernardino Turio	Bernardino Turio	1779-1854
10913-1	S.Ju. Turkevicz	S.Ju. Turkevicz	
10914-1	Robert Turnbull	Robert Turnbull	c.1813-1891
10915-1	Billie Lee Turner	Billie Lee Turner	1925-
10916-1	Dawson Turner	Dawson Turner	1775-1858
10917-1	Edward Phillips Turner	Edward Phillips Turner	1865-1937
10918-1	Frederick Turner	Frederick Turner	1852-1939
10919-1	Samuel Turner	Samuel Turner	
10920-1	Wilhelm Turner	Wilhelm Turner	1860-
10921-1	William Barwell Turner	William Barwell Turner	1845-1917
10923-1	Jean Turquet	Jean Turquet	1867-1945
10924-1	Antonio Turra	Antonio Turra	1730-1796
10925-1	E.E. Turrell	E.E. Turrell	
10926-1	G. Turrettini	G. Turrettini	
10927-1	William Bertram Turrill	William Bertram Turrill	1890-1961
10928-1	William Turton	William Turton	1762-1835
10929-1	François Richard de Tussac	François Richard de Tussac|François Richard de Tussac	1751-1837
10930-1	William James Tutcher	William James Tutcher	1867-1920
10931-1	Thomas Gaskell Tutin	Thomas Gaskell Tutin	1908-1987
10932-1	Vasile Tutunaru	Vasile Tutunaru	1922-
10933-1	Takasi Tuyama	Takasi Tuyama	1910-2000
10934-1	P. Tuyn	P. Tuyn	fl. 1960
10935-1	A.S. Tuz	A.S. Tuz	1919-
10938-1	John (`James') Tweedie	John (`James') Tweedie	1775-1862
10939-1	Frank Tweedy	Frank Tweedy	1854-1937
10940-1	Alfred Twining	Alfred Twining	1853-1922
10941-1	Elizabeth Twining	Elizabeth Twining	1805-1889
10943-1	Ernest C. Twisselmann	Ernest C. Twisselmann	1917-1972
10944-1	Robert Tyas	Robert Tyas	1811-1879
10945-1	Ansel Augustus Tyler	Ansel Augustus Tyler	1869-1922
10946-1	William Tyson	William Tyson	1851-1920
10947-1	Nikolai Nikolaievich Tzvelev	Nikolai Nikolaievich Tzvelev|Nikolai Nikolaievich Tsvelev|Nikolai Nikolaievich Tsvelov|Nikolai Nikolaievich Tsvelyov	1925-2015
10948-1	Shigetaro Uchida	Shigetaro Uchida	1885-
10949-1	Bernardino da Ucria	Bernardino da Ucria|Michelangelo Aurifici| Bernardino da Ucria	1739-1796
10950-1	R.A. Udachin	R.A. Udachin	fl. 1970
10951-1	Maximilian(Max) Friedrich Sigismund von Uechtritz	Maximilian(Max) Friedrich Sigismund von Uechtritz	1785-1851
10952-1	Rudolf (Karl(Carl)) Friedrich von Uechtritz	Rudolf (Karl(Carl)) Friedrich von Uechtritz	1838-1886
10954-1	Margarete von Uexküll-Gyllenbrand	Margarete von Uexküll-Gyllenbrand	fl. 1901
10955-1	R.E. Ugborogho	R.E. Ugborogho	fl. 1972
10956-1	Donald Ugent	Donald Ugent	1933-
10957-1	Alexander N. Uglitzkich	Alexander N. Uglitzkich|Alexander N. Uglitskikh	1876-
10958-1	Ugolino Ugolini	Ugolino Ugolini	1856-1942
10959-1	K.A. Ugrinsky	K.A. Ugrinsky	fl. 1920
10961-1	Frederike Johanna van Uildriks	Frederike Johanna van Uildriks|Frederike Johanna van Uildriks	fl. 1898
10962-1	Theodorus Frederik Uilkens	Theodorus Frederik Uilkens	1812-1891
10963-1	Antonius Josephus Adrianus Uitewaal	Antonius Josephus Adrianus Uitewaal	1899-1963
10964-1	Hendrik Uittien	Hendrik Uittien	1898-1944
10965-1	József Ujhelyi	József Ujhelyi	1910-1979
10967-1	Oskar Eberhard Ulbrich	Oskar Eberhard Ulbrich	1879-1952
10968-1	Ernst Heinrich Georg Ule	Ernst Heinrich Georg Ule	1854-1915
10969-1	Edwin Burton Uline	Edwin Burton Uline	1867-1933
10971-1	Tatyana Nikolaevna Uljanova	Tatyana Nikolaevna Uljanova|Tatyana Nikolaevna Ul'yanova	1926-
10972-1	Titus Ulke	Titus Ulke	1866-1961
10973-1	Joseph Ullepitsch	Joseph Ullepitsch	1827-1896
10974-1	Olof Matthias Ullgren	Olof Matthias Ullgren	1785-1819
10975-1	Wilhelm Ulrich	Wilhelm Ulrich	fl. 1870-1890
10977-1	Nadmidyn Ulziykhutag	Nadmidyn Ulziykhutag|N. Ulziikutag|N. Ulzijchutag|N. Ölziikhutag	fl. 1987
10978-1	Luis Mariano Unamuno Yrigoyen	Luis Mariano Unamuno Yrigoyen|Luis Mariano Unamuno	1873-1943
10979-1	José Hipólito Unanue	José Hipólito Unanue|José Hipólito Unanue	1755-1853
10980-1	John Underwood	John Underwood	    -1834
10981-1	Judson Kemp Underwood	Judson Kemp Underwood	1898-
10982-1	Lucien Marcus Underwood	Lucien Marcus Underwood	1853-1907
10983-1	Karl Ungar	Karl Ungar	1869-1933
10985-1	Gottfried Unger	Gottfried Unger	fl. 1971
10987-1	Franz Ungern-Sternberg	Franz Ungern-Sternberg	1808-1885
10988-1	Martin Unruh	Martin Unruh	
10989-1	Carl Unverricht	Carl Unverricht	1809-1883
10990-1	Arthur Harold Unwin	Arthur Harold Unwin	1878-
10991-1	William Charles Unwin	William Charles Unwin	1811-1887
10992-1	Warren Upham	Warren Upham	1850-1934
10993-1	Ignatz Urban	Ignatz Urban	1848-1931
10994-1	Otto Urban	Otto Urban	fl. 1934
10995-1	Lowell Edward Urbatsch	Lowell Edward Urbatsch	1942-
10996-1	Manuel Urbina y Altamirano	Manuel Urbina y Altamirano	1843-1906
10997-1	Antonio Lorenzo Uribe Uribe	Antonio Lorenzo Uribe Uribe|Antonio Lorenzo Uribe-Uribe	1900-1980
10998-1	Katherina Urmi-König	Katherina Urmi-König|Katherina Urmi-Koenig	fl. 1975
10999-1	Eugène Ursch	Eugène Ursch	1882-1962
11000-1	Alfred Ursprung	Alfred Ursprung	1876-1952
11001-1	Ivan Kiroff Urumoff	Ivan Kiroff Urumoff|Ivan Kirov Urumov	1857-1937
11002-1	Jules Sébastian César Dumont d'Urville	Jules Sébastian César Dumont d'Urville|Jules Sébastian César Dumont d'Urville|Jules Sébastian César Dumont d' Urville	1790-1842
11003-1	Johann Julius von Uslar	Johann Julius von Uslar|Johann Jakob Uslar|Julius Heinrich von Uslar	1752?-1829
11004-1	Alfred Usteri	Alfred Usteri	1869-1948
11005-1	Paul Usteri	Paul Usteri	1768-1831
11006-1	 Utinet	 Utinet	fl. 1839
11007-1	Leonid Antonovich Utkin	Leonid Antonovich Utkin	1884-1964
11009-1	John F. Utley	John F. Utley	1944-
11010-1	Jacob Utsch	Jacob Utsch	1824-1901
11011-1	Leonard Jordan Uttal	Leonard Jordan Uttal	1918-2005
11012-1	Homiki Uyeki	Homiki Uyeki	1882-
11013-1	(Otto) Antero Vaarama	(Otto) Antero Vaarama	1912-1975
11014-1	Roberto Vaccaneo	Roberto Vaccaneo	1905-
11015-1	Antonio Vaccari	Antonio Vaccari	1868-
11016-1	Lino Vaccari	Lino Vaccari	1873-1951
11017-1	Eleanor Vachell	Eleanor Vachell	1879-1948
11018-1	Jenö (Eugen,Eugène) Vadas	Jenö (Eugen,Eugène) Vadas	1857-
11019-1	Jens Laurentius(Lorenz) Moestue Vahl	Jens Laurentius(Lorenz) Moestue Vahl	1796-1854
11021-1	Anna Murray Vail	Anna Murray Vail	1863-1955
11022-1	Liudas Vailionis	Liudas Vailionis	1886-1939
11023-1	Sébastien(Sebastian) Vaillant	Sébastien(Sebastian) Vaillant	1669-1722
11024-1	John Reynolds Vaizey	John Reynolds Vaizey	1862-1889
11025-1	László Vajda	László Vajda	1890-1986
11026-1	D.Ja. Vakulin	D.Ja. Vakulin	
11027-1	Ubaldo Valbusa	Ubaldo Valbusa	1874-1939
11028-1	Jan Valckenier Suringar	Jan Valckenier Suringar|Jan Suringar	1864-1932
11029-1	Enrique Valdés Bermejo	Enrique Valdés Bermejo	1945-1999
11030-1	Benito Valdés	Benito Valdés|Benito Valdés Castrillón	1942-
11031-1	Juan I. Valencia	Juan I. Valencia	fl. 1968
11032-1	Antonio Valente	Antonio Valente	fl. 1803
11033-1	Marie da Conceição Valente	Marie da Conceição Valente	1938-
11034-1	Francesco Valenti-Serini	Francesco Valenti-Serini	1795-1872
11035-1	David Henriques Valentine	David Henriques Valentine	1912-1987
11036-1	Theodoric Valeton	Theodoric Valeton	1855-1929
11037-1	S.T. Vǎlev	S.T. Vǎlev	1910-1974
11038-1	Joseph Vallot	Joseph Vallot	1854-1925
11039-1	José Francisco Montenegro Valls	José Francisco Montenegro Valls	1945-
11040-1	Jacques Christophe Valmont de Bomare	Jacques Christophe Valmont de Bomare	1731-1807
11041-1	Franca Valsecchi	Franca Valsecchi	1931-
11042-1	Akseli Valta	Akseli Valta	1911-1982
11043-1	Charles Eugène Marie Van Bambeke	Charles Eugène Marie Van Bambeke|Charles Eugène Marie Van Bambeke	1829-1918
11044-1	Henri Vandamme	Henri Vandamme	1803-
11045-1	Karel(Karl) Vandas	Karel(Karl) Vandas	1861-1923
11046-1	Jan Vandelaar	Jan Vandelaar	1738-
11047-1	Domingo(Domingos,Domenico) Vandelli	Domingo(Domingos,Domenico) Vandelli	1735-1816
11048-1	Constant Vanden Berghen	Constant Vanden Berghen|Constant Vanden Berghen|Constant Vandenberghen	1914-2004
11049-1	René François Prosper Vandendries	René François Prosper Vandendries	1874-1952
11050-1	Paul Andries Van der Byl	Paul Andries Van der Byl|Paul Andries Van der Bijl|Paul Andries Van der Byl|Paul Andries Van der Bijl	1888-1939
11052-1	B.L.van der Linden	B.L.van der Linden|B.L. van der Linden	fl. 1959
11054-1	William Richard Van Dersal	William Richard Van Dersal|William Richard Van Dersal	1907-
11056-1	Hyacinthe Julien Robert Vanderyst	Hyacinthe Julien Robert Vanderyst	1860-1934
11057-1	Ernest Van de Vyvere	Ernest Van de Vyvere|Ernest Van de Vyvere	1811-1853
11058-1	August(e) Van Geert	August(e) Van Geert|August(e) van Geert	1888-1938
11059-1	Henri Ferdinand Van Heurck	Henri Ferdinand Van Heurck|Henri Ferdinand Van Heurck	1838-1909
11060-1	Ernst Vanhöffen	Ernst Vanhöffen	1858-1918
11061-1	Gene Stanley Van Horn	Gene Stanley Van Horn|Gene Stanley Van Horn	1940-
11063-1	Louis Van Houtte	Louis Van Houtte|Louis Van Houtte	1898-1952
11064-1	Eugène Vaniot	Eugène Vaniot| Vant.|Eugènius Vaniot	1845-1913
11065-1	M.S.Knaap-van Meeuwen	M.S.Knaap-van Meeuwen|M.S. Knaap-van Meeuwen	1936-
11066-1	George Booth Van Schaack	George Booth Van Schaack|George Booth Van Schaack	1903-1983
11068-1	Julio César Vargas Calderón	Julio César Vargas Calderón|Julio César Vargas	1903/05-2002
11069-1	Juan Varo Alcala	Juan Varo Alcala|Juan Varo Alcala	fl. 1972
11070-1	W.W. Varossieau	W.W. Varossieau	
11071-1	Vaman Dattatraya Vartak	Vaman Dattatraya Vartak	1925-2001
11072-1	Vladimír Vašák	Vladimír Vašák	1923-1998
11073-1	Frank Charles Vasek	Frank Charles Vasek	1927-
11074-1	George Vasey	George Vasey	1822-1893
11075-1	P. Vassiljev	P. Vassiljev|P. Vasilev	fl. 1973
11076-1	Antonina Vasilievna Vasinger	Antonina Vasilievna Vasinger|Antonina Vasilievna Vasinger-Alektorova	1892-1940
11077-1	Roberto Vásquez	Roberto Vásquez|Roberto Vásquez Chávez	1941-
11079-1	Ivan Tikhonovich Vassilczenko	Ivan Tikhonovich Vassilczenko|Ivan Tikhonovich Vasilchenko	1903-1995
11080-1	A.V. Vassiljev	A.V. Vassiljev	1902-
11081-1	Igor V. Vassiljev	Igor V. Vassiljev	1921-
11082-1	Ja.Ja. Vassiljev	Ja.Ja. Vassiljev	fl. 1940
11083-1	Viktor Nikolayevich Vassiljev	Viktor Nikolayevich Vassiljev|Viktor Nikolayevich Vasilev|V. Vassil'ev	1890-1987
11084-1	A.N. Vassiljeva	A.N. Vassiljeva|A.N. Vasileva|A.N. Vassilieva	fl. 1969-
11085-1	Lidiya Ivanovna Vassiljeva	Lidiya Ivanovna Vassiljeva|L.I. Vasileva|L.I. Vasileva-Pupysheva|L.I. Vassiljeva-Pupysheva	1923-
11087-1	A.P. Vassilkovskaja	A.P. Vassilkovskaja	
11088-1	Wilhelm Vatke	Wilhelm Vatke|Georg Carl Wilhelm Vatke|George Carl Wilhelm Vatke	1849-1889
11089-1	Aristocle Vàtova	Aristocle Vàtova	1897-
11090-1	Ítalo de Vattimo	Ítalo de Vattimo|Ítalo de Vattimo	1930-
11091-1	Jean Pierre Étienne Vaucher	Jean Pierre Étienne Vaucher	1763-1841
11092-1	Alice Esther Vaughan	Alice Esther Vaughan	fl. 1939
11093-1	John Vaughan	John Vaughan	1855-1922
11094-1	Reginald Edward Vaughan	Reginald Edward Vaughan	1895-1987
11095-1	Richard English Vaughan	Richard English Vaughan	1884-1952
11096-1	D. Vaupel	D. Vaupel	
11097-1	Friedrich Karl Johann Vaupel	Friedrich Karl Johann Vaupel	1876-1927
11098-1	Christian Theodor Vaupell	Christian Theodor Vaupell	1821-1862
11099-1	Louis Nicolas Vauquelin	Louis Nicolas Vauquelin	1763-1829
11100-1	Simone Vautier	Simone Vautier	1908-1971
11101-1	Pierre Henri Louis Dominique Vavasseur	Pierre Henri Louis Dominique Vavasseur	1797-
11102-1	Nikolaj Ivanovich Vavilov	Nikolaj Ivanovich Vavilov|Nikolai Ivanovich Vavilov	1887-1943
11103-1	Estanislao Vayreda y Vila	Estanislao Vayreda y Vila	1848-1901
11104-1	Octavio Vecchi	Octavio Vecchi	
11105-1	Karl Gustav Veesenmeyer	Karl Gustav Veesenmeyer	1814-1901
11106-1	J. Veilex	J. Veilex	fl. 1962
11107-1	Harry James Veitch	Harry James Veitch	1840-1924
11108-1	James Herbert Veitch	James Herbert Veitch	1868-1907
11109-1	John Gould Veitch	John Gould Veitch	1839-1870
11111-1	Justiniano Velásquez	Justiniano Velásquez	1936-
11112-1	Gregorio Tiongson Velazquez	Gregorio Tiongson Velazquez	1901-
11113-1	Velcho Ivanov Velchev	Velcho Ivanov Velchev|Velčo Velčev	1928-
11114-1	Jan Frederik Veldkamp	Jan Frederik Veldkamp	1941-2017
11116-1	Vasile Velican	Vasile Velican	1904-
11117-1	Thomas Velley	Thomas Velley	1749-1806
11118-1	Th. Vellez	Th. Vellez	
11119-1	E.M. Velichkin	E.M. Velichkin	1942-
11120-1	P.Antonius da Arrabida Velloso	P.Antonius da Arrabida Velloso	
11121-1	Joaquim Velloso de Miranda	Joaquim Velloso de Miranda	1733-1815
11122-1	José Mariano da Conceição Vellozo	José Mariano da Conceição Vellozo|José Mariano da Conceição Velloso|José Mariano da Conceição Veloso	1742-1811
11123-1	Giuseppe Venanzi	Giuseppe Venanzi	1851-
11124-1	(François) Xavier Vendrely	(François) Xavier Vendrely	1837-1908
11125-1	Ignaz Venetz	Ignaz Venetz	1788-1859
11126-1	Jillella Venkateswarlu	Jillella Venkateswarlu	1912-1978
11127-1	Walter Vent	Walter Vent	1920-2008
11128-1	Étienne Pierre Ventenat	Étienne Pierre Ventenat	1757-1808
11129-1	Antonio Venturi	Antonio Venturi	1805-1864
11130-1	Gustavo Venturi	Gustavo Venturi	1830-1898
11132-1	Bernard Verdcourt	Bernard Verdcourt	1925-2011
11133-1	Frans Verdoorn	Frans Verdoorn	1906-1984
11134-1	Inez Clare Verdoorn	Inez Clare Verdoorn	1896-1989
11136-1	Louis Verguin	Louis Verguin	1868-1936
11137-1	C.J. Verhey	C.J. Verhey	1917-
11138-1	Carl(Karl) Wilhelm Verhoeff	Carl(Karl) Wilhelm Verhoeff	1867-1944
11139-1	Susan Elizabeth Verhoek-Williams	Susan Elizabeth Verhoek-Williams|Susan Elizabeth Verhoek Williams|Susan Elizabeth Verhoek	1942-
11140-1	Jean Baptiste Verlot	Jean Baptiste Verlot	1816-1891
11141-1	(Pierre) Bernard (Lazare) Verlot	(Pierre) Bernard (Lazare) Verlot|Bernard Verlot	1836-1897
11142-1	Dinesh Mohan Verma	Dinesh Mohan Verma	1937-
11143-1	Pieter Vermeulen	Pieter Vermeulen	1899-1981
11144-1	(François Marie) Camille Vermoesen	(François Marie) Camille Vermoesen	1882-1922
11145-1	Ambroise Colette Alexandre Verschaffelt	Ambroise Colette Alexandre Verschaffelt	1825-1886
11146-1	Charles Verschaffelt	Charles Verschaffelt	
11147-1	Julien (Joseph) Vesque	Julien (Joseph) Vesque	1848-1895
11148-1	M.A. Vesselovskaya	M.A. Vesselovskaya	1898-
11149-1	Lorenz Chrysanth von Vest	Lorenz Chrysanth von Vest	1776-1840
11150-1	Arthur Gibson Vestal	Arthur Gibson Vestal	1888-1964
11151-1	(Jacob) Tycho (Conrad) Vestergren	(Jacob) Tycho (Conrad) Vestergren	1875-1930
11152-1	Jean Jacques Vetter	Jean Jacques Vetter	1826-1913
11153-1	Charles Veulliot	Charles Veulliot	1829-1890
11154-1	Pierre Viala	Pierre Viala	1859-1936
11155-1	Josette Viano	Josette Viano	
11156-1	Ambroise Viaud-Grand-Marais	Ambroise Viaud-Grand-Marais	1833-1913
11158-1	Erik Nissen Viborg	Erik Nissen Viborg	1759-1822
11159-1	Nathaniel Vicary	Nathaniel Vicary	c.1806-1863
11160-1	Phillipe Rodolphe Vicat	Phillipe Rodolphe Vicat	1720-1783
11161-1	Jiří Vicherek	Jiří Vicherek	1929-
11162-1	Benito Vicioso Trigo	Benito Vicioso Trigo|Benito Vicioso	1850-1929
11163-1	Carlos Vicioso Martínez	Carlos Vicioso Martínez|Carlos Vicioso	1886-1968
11164-1	Anna Vickers	Anna Vickers	1852-1906
11165-1	Joyce Winifred Vickery	Joyce Winifred Vickery	1908-1979
11166-1	Robert Kingston Vickery	Robert Kingston Vickery	1922-
11167-1	Gábor Vida	Gábor Vida	1935-
11168-1	António José (Rodrigo) Vidal	António José (Rodrigo) Vidal	1808-1879
11169-1	Domingo Vidal	Domingo Vidal|Domingo Vidal y Soler	    -1878
11171-1	Jules Eugène Vidal	Jules Eugène Vidal	1914-
11173-1	Luis Mariano Vidal	Luis Mariano Vidal|Luis Mariano Vidal y Carreras	1842-1922
11174-1	Sebastian Vidal	Sebastian Vidal|Sebastian Vidal y Soler	1842-1889
11176-1	Eugène Vieillard	Eugène Vieillard	1819-1896
11179-1	Ferdinand Bernhard Vietz	Ferdinand Bernhard Vietz	1772-1815
11180-1	Guillaume Vigineix	Guillaume Vigineix	1810-1877
11181-1	Victor William Montgomery Vignal	Victor William Montgomery Vignal	1852-
11183-1	Ferdinando Vignolo-Lutati	Ferdinando Vignolo-Lutati|Ferdinando Vignolo Lutati	1878-1965
11184-1	Josep Vigo Bonada	Josep Vigo Bonada|Josep Vigo Bonada|Josep Vigo i Bonada|Josep Vigo	1937-
11185-1	M.-Th. Viguié	M.-Th. Viguié	fl. 1960
11186-1	Louis Guillaume Alexandre Viguier	Louis Guillaume Alexandre Viguier	1790-1867
11188-1	René Viguier	René Viguier	1880-1931
11189-1	N.V. Vikulova	N.V. Vikulova	fl. 1939
11190-1	Oscar Vilchez	Oscar Vilchez	1933-
11191-1	Jan Vilhelm	Jan Vilhelm	1876-1931
11192-1	August Vill	August Vill	1851-1930
11193-1	Emile (Emilio) Huguet del Villar y Serratacó	Emile (Emilio) Huguet del Villar y Serratacó|Emile (Emilio) Huguet del Villar	1871-1951
11194-1	 Villard	 Villard	
11196-1	J.P. Villiers	J.P. Villiers	
11197-1	(Charles Philippe) Henry (Lévêque) de Vilmorin	(Charles Philippe) Henry (Lévêque) de Vilmorin|(Charles Philippe) Henry (Lévêque) de Vilmorin|(Charles Philippe) Henry Lévêque de Vilmorin	1843-1899
11199-1	(Auguste Louis) Maurice (Lévêque) de Vilmorin	(Auguste Louis) Maurice (Lévêque) de Vilmorin|(Auguste Louis) Maurice (Lévêque) de Vilmorin|(Auguste Louis) Maurice Lévêque de Vilmorin	1849-1918
